,ID8102,YEAR,OUTCOME,OUTCMYEAR,switcher,instresp,XL.AREA,age1.fav,age2.fav,age3.fav,age4.fav,age5.fav,age6.fav,age7.fav,age8.fav,age9.fav,age10.fav,age11.fav,age12.fav,age1.opp,age2.opp,age3.opp,age4.opp,age5.opp,age6.opp,age7.opp,age8.opp,age9.opp,age10.opp,age11.opp,age12.opp,age1.dk,age2.dk,age3.dk,age4.dk,age5.dk,age6.dk,age7.dk,age8.dk,age9.dk,age10.dk,age11.dk,age12.dk,edu1.fav,edu2.fav,edu3.fav,edu4.fav,edu5.fav,edu6.fav,edu7.fav,edu8.fav,edu9.fav,edu10.fav,edu11.fav,edu12.fav,edu1.opp,edu2.opp,edu3.opp,edu4.opp,edu5.opp,edu6.opp,edu7.opp,edu8.opp,edu9.opp,edu10.opp,edu11.opp,edu12.opp,edu1.dk,edu2.dk,edu3.dk,edu4.dk,edu5.dk,edu6.dk,edu7.dk,edu8.dk,edu9.dk,edu10.dk,edu11.dk,edu12.dk,inc1.fav,inc2.fav,inc3.fav,inc4.fav,inc5.fav,inc6.fav,inc7.fav,inc8.fav,inc9.fav,inc10.fav,inc11.fav,inc12.fav,inc1.opp,inc2.opp,inc3.opp,inc4.opp,inc5.opp,inc6.opp,inc7.opp,inc8.opp,inc9.opp,inc10.opp,inc11.opp,inc12.opp,inc1.dk,inc2.dk,inc3.dk,inc4.dk,inc5.dk,inc6.dk,inc7.dk,inc8.dk,inc9.dk,inc10.dk,inc11.dk,inc12.dk,white.fav,black.fav,hispa.fav,asina.fav,white.opp,black.opp,hispa.opp,asina.opp,white.dk,black.dk,hispa.dk,asian.dk,pid1.fav,pid2.fav,pid3.fav,pid4.fav,pid5.fav,pid6.fav,pid7.fav,pid1.opp,pid2.opp,pid3.opp,pid4.opp,pid5.opp,pid6.opp,pid7.opp,pid1.dk,pid2.dk,pid3.dk,pid4.dk,pid5.dk,pid6.dk,pid7.dk,ideo1.fav,ideo2.fav,ideo3.fav,ideo4.fav,ideo5.fav,ideo6.fav,ideo7.fav,ideo1.opp,ideo2.opp,ideo3.opp,ideo4.opp,ideo5.opp,ideo6.opp,ideo7.opp,ideo1.dk,ideo2.dk,ideo3.dk,ideo4.dk,ideo5.dk,ideo6.dk,ideo7.dk,male.fav,female.fav,male.opp,female.opp,male.dk,female.dk,protes.fav,cathlc.fav,jewish.fav,seculr.fav,protes.opp,cathlc.opp,jewish.opp,seculr.opp,protes.dk,cathlc.dk,jewish.dk,seculr.dk,east.fav,south.fav,midwst.fav,west.fav,east.opp,south.opp,midwst.opp,west.opp,east.dk,south.dk,midwst.dk,west.dk,nounn.fav,union.fav,nounn.opp,union.opp,nounn.dk,union.dk,pred10.sw,pred30.sw,pred50.sw,pred70.sw,pred90.sw,PREDALL.SW,INTGRP.STFAV,INTGRP.SWFAV,INTGRP.STOPP,INTGRP.SWOPP,AARP,AFLCIO,Airlines,AmericanBankersAssociation,AmericanCouncilofLifeInsurance,AmericanFarmBureauFederation,AmericanFederationofStateCountya,AmericanHospitalAssociation,AmericanIsraelPublicAffairsCommi,AmericanLegion,AmericanMedicalAssociation,AssociationofTrialLawyers,Automobilecompanies,ChamberofCommerce,ChristianCoalition,Computersoftwareandhardware,CreditUnionNationalAssociation,Defensecontractors,Electriccompanies,HealthInsuranceAssociation,IndependentInsuranceAgentsofAmer,InternationalBrotherhoodofTeamst,MotionPictureAssociationofAmeric,NationalAssociationofBroadcaster,NationalAssociationofHomeBuilder,NationalAssociationofManufacture,NationalAssociationofRealtors,NationalBeerWholesalersAssociati,NationalEducationAssociation,NationalFederationofIndependentB,NationalGovernorsAssociation,NationalRestaurantAssociation,NationalRifleAssociation,NationalRighttoLifeCommittee,OilCompanies,PharmaceuticalResearchManufactur,RecordingIndustryAssociation,Securitiesandinvestmentcompanies,Telephonecompanies,Tobbacocompanies,UnitedAutoWorkersunion,Universities,VeteransofForeignWarsoftheU.S,ECYN,SWYN,FPYN,RLYN,GNYN,ideology,QuestionText,change,rich.want,middle.want,poor.want,diff
25,384,1985,0,NA,0,1,foreign pol,57,52,97,99,90,66,42,69,62,0,0,0,38,58,71,71,57,48,52,109,73,0,0,0,3,1,2,2,4,1,3,12,15,0,0,0,59,192,186,110,87,0,0,0,0,0,0,0,78,191,141,100,67,0,0,0,0,0,0,0,12,11,6,6,8,0,0,0,0,0,0,0,51,78,179,146,93,72,0,0,0,0,0,0,53,82,144,113,91,80,0,0,0,0,0,0,8,10,11,2,6,2,0,0,0,0,0,0,516,72,37,6,510,34,24,7,39,2,1,0,173,207,254,0,0,0,0,199,188,190,0,0,0,0,9,19,15,0,0,0,0,194,282,150,0,0,0,0,237,240,92,0,0,0,0,11,18,7,0,0,0,0,302,332,305,272,14,29,359,162,28,62,376,133,16,39,28,8,1,3,171,188,150,125,131,190,149,107,11,11,13,8,503,130,465,109,36,7,0.490438461,0.543300152,0.560269356,0.540075183,0.483317971,0.523480225,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,0,0,1,0,0,1,"Earlier this year, the House of Representatives passed a bill which would put economic sanctions on South Africa in order to get them to abandon and change their policy of apartheid. The U.S. Senate will be voting on this issue in the next week",FALSE,FALSE,TRUE,FALSE,-1
31,545,1988,0,NA,0,1,taxation,46,65,78,62,57,55,53,116,58,41,0,0,52,59,80,81,80,62,44,121,75,42,0,0,2,1,2,5,5,5,2,6,6,11,0,0,148,244,130,75,35,0,0,0,0,0,0,0,197,288,115,51,45,0,0,0,0,0,0,0,16,13,11,2,3,0,0,0,0,0,0,0,81,101,131,120,87,54,14,16,0,0,0,0,82,112,127,151,80,40,17,12,0,0,0,0,17,6,3,8,3,1,0,2,0,0,0,0,502,67,45,7,541,87,45,6,33,8,2,1,230,162,250,0,0,0,0,198,200,301,0,0,0,0,14,17,15,0,0,0,0,274,225,116,0,0,0,0,254,245,149,0,0,0,0,10,18,5,0,0,0,0,319,323,312,388,9,37,401,166,17,30,381,217,16,49,31,7,2,4,144,218,167,113,185,219,184,112,7,20,11,8,523,109,551,139,37,8,0.496196508,0.475862741,0.472706437,0.490805805,0.527418971,0.492598093,0,0,8,0,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,-2,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,-2,NA,-2,NA,NA,NA,NA,NA,NA,-2,NA,NA,-2,NA,NA,NA,1,0,0,0,0,1,"Now let me ask you about some specific tax increases that some people feel are necessary to balance the federal budget and end deficit spending. In each case, the Congress would pass a tax increase that would make sure none of the money raised",FALSE,TRUE,FALSE,FALSE,1
38,654,1992,0,NA,0,1,taxation,109.1999969,175.5,147.3600006,61.70999908,61.59999847,47.43000031,NA,NA,NA,NA,NA,NA,135.1999969,187.1999969,138.1499939,97.23999786,70.40000153,58.13999939,NA,NA,NA,NA,NA,NA,13,27.29999924,21.48999977,28.04999924,44,47.43000031,NA,NA,NA,NA,NA,NA,50.56000137,215.0399933,191.5,92,82.13999939,NA,NA,NA,NA,NA,NA,NA,67.94000244,235.5200043,168.5200043,115,124.3199997,NA,NA,NA,NA,NA,NA,NA,37.91999817,61.43999863,22.97999954,23,15.53999996,NA,NA,NA,NA,NA,NA,NA,96.31999969,97.27999878,215.4299927,77.91000366,107.6399994,0,0,0,0,0,0,0,147.4900055,117.7600021,245.4900055,66.15000153,107.6399994,0,0,0,0,0,0,0,60.20000076,40.95999908,40.08000183,4.409999847,18.71999931,0,NA,NA,NA,NA,NA,NA,572.3300171,31.63999939,29.28000069,7.039999962,598.9500122,67.80000305,23.18000031,8.960000038,173.0299988,13.56000042,8.539999962,0,203.0399933,176.7299957,185,NA,NA,NA,NA,194.3999939,184.9499969,240,NA,NA,NA,NA,38.88000107,53.43000031,75,NA,NA,NA,NA,219.6000061,207.1999969,181.3500061,NA,NA,NA,NA,274.5,238.2799988,181.3500061,NA,NA,NA,NA,60.38999939,77.69999695,40.29999924,NA,NA,NA,NA,330.2799988,289.0799866,330.2799988,385.4400024,57.43999863,128.4799957,321.8599854,197.3399963,9.720000267,20.68000031,406.5599976,180.1799927,20.87999916,17.60000038,118.5800018,47.18999863,5.760000229,5.71999979,110.2200012,191.0599976,182.3200073,121.0299988,170.3399963,228.3399963,186.5599976,103.7399979,56.77999878,46.59999847,55.11999893,24.70000076,0,0,0,0,0,0,0.40195924,0.441566288,0.47410053,0.496712506,0.509745777,0.464816868,2,1,2,2,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-2,NA,-2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,-1,"(I am going to mention some economic proposals that have been made by the candidates running for president. As I read each one, could you please tell me whether you favor or oppose each proposal.)... Do you favor or oppose replacing the current",FALSE,TRUE,FALSE,FALSE,1
41,677,1992,0,NA,0,1,foreign pol,19.84000015,47,54.11999893,31.95999908,0,0,NA,NA,NA,NA,NA,NA,38.43999863,42.29999924,60.27000046,29.92000008,0,0,NA,NA,NA,NA,NA,NA,4.340000153,4.699999809,8.609999657,6.119999886,0,0,NA,NA,NA,NA,NA,NA,18.70000076,99.33000183,116.8499985,127.8000031,74.09999847,NA,NA,NA,NA,NA,NA,NA,56.09999847,183.6100006,151.0500031,76.68000031,36.47999954,NA,NA,NA,NA,NA,NA,NA,10.19999981,21.06999969,17.10000038,8.520000458,4.559999943,NA,NA,NA,NA,NA,NA,NA,13.85999966,47.40000153,59.84000015,145.2299957,84.93000031,72.36000061,0,0,0,0,0,0,41.58000183,96.37999725,103.8399963,151.4100037,58.11000061,30.23999977,0,0,0,0,0,0,8.18999958,14.22000027,12.31999969,9.270000458,5.960000038,6.480000019,NA,NA,NA,NA,NA,NA,368.9200134,27.84000015,24.07999992,4.179999828,376.9400024,82.36000061,28.55999947,5.610000134,48.11999893,5.800000191,3.359999895,1.210000038,126.4800034,192.2799988,99.75,NA,NA,NA,NA,109.1200027,200.6399994,168.1499939,NA,NA,NA,NA,12.39999962,29.26000023,17.10000038,NA,NA,NA,NA,163.1699982,130.0500031,96.36000061,NA,NA,NA,NA,153.1799927,144.5,107.3099976,NA,NA,NA,NA,19.97999954,14.44999981,15.32999992,NA,NA,NA,NA,247,184.1000061,209,299.8200073,19,42.08000183,0,0,0,0,0,0,0,0,0,0,0,0,86.40000153,150.5,95.76000214,97.29000092,114.4800034,182,111.7200012,99.36000061,15.11999989,17.5,18.23999977,12.42000008,0,0,0,0,0,0,0.301694155,0.367690086,0.454743922,0.556198716,0.665505886,0.469166553,4,1,0,0,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,"Recently President Bush announced his support for a 24 billion dollar international aid program for the Republics of the former Soviet Union, which would include 4 billion dollars provided by the United States. Do you favor or oppose the United",FALSE,TRUE,FALSE,FALSE,1
46,750,1993,0,NA,0,1,immigration,135.1600037,109.1399994,102,76.16000366,71.68000031,70.62000275,NA,NA,NA,NA,NA,NA,78.48000336,100.5800018,99.95999908,58.47999954,39.20000076,31.03000069,NA,NA,NA,NA,NA,NA,4.360000134,4.28000021,2.039999962,1.360000014,1.120000005,4.28000021,NA,NA,NA,NA,NA,NA,59.63999939,205.3200073,143.6399994,87.48000336,62.34999847,NA,NA,NA,NA,NA,NA,NA,21.84000015,148.6799927,103.3199997,72.90000153,78.30000305,NA,NA,NA,NA,NA,NA,NA,2.519999981,1.769999981,5.039999962,1.620000005,4.349999905,NA,NA,NA,NA,NA,NA,NA,100.9800034,72.51999664,102.4800034,132,83.51999664,49.91999817,0,0,0,0,0,0,47.43000031,24.5,62.15999985,126.7200012,87,46.08000183,0,0,0,0,0,0,4.590000153,0.980000019,3.359999895,5.28000021,1.74000001,0,NA,NA,NA,NA,NA,NA,492.2399902,40.47000122,0,7.599999905,377.9700012,14.81999969,0,2.400000095,8.789999962,2.279999971,0,0,194.8800049,191.3999939,178.1799927,NA,NA,NA,NA,149.6399994,138.6000061,114.7600021,NA,NA,NA,NA,6.960000038,3.299999952,6.039999962,NA,NA,NA,NA,230.7200012,232.8000031,99,NA,NA,NA,NA,173.0399933,151.3200073,79.19999695,NA,NA,NA,NA,8.239999771,3.880000114,1.799999952,NA,NA,NA,NA,271.6199951,304.3900146,226.3500061,184.6300049,5.03000021,9.979999542,0,0,0,0,0,0,0,0,0,0,0,0,144.0500031,194.1100006,143.1000061,94.56999969,66.65000153,134.8899994,116.5999985,94.56999969,4.300000191,3.289999962,5.300000191,3.859999895,0,0,0,0,0,0,0.712084532,0.623470545,0.553416252,0.510338306,0.496054649,0.579072857,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0, (Please tell me whether you would generally favor or oppose each of the following steps which have been proposed as a way of reducing illegal immigration into the U.S. (United States).)... Require all U.S. citizens and legal residents to have,FALSE,FALSE,TRUE,TRUE,-1
56,964,1995,0,NA,0,1,race,154.3300018,150.2799988,136.5,75.23999786,66.77999878,44.84000015,NA,NA,NA,NA,NA,NA,86.01999664,112.7099991,122.8499985,80.37000275,71.55000305,48.38000107,NA,NA,NA,NA,NA,NA,15.18000031,26.01000023,10.92000008,18.80999947,20.67000008,24.78000069,NA,NA,NA,NA,NA,NA,65.55999756,188.6499939,210.5599976,115.5599976,80.06999969,NA,NA,NA,NA,NA,NA,NA,61.09000015,161.6999969,139.1199951,94.16000366,69.08000183,NA,NA,NA,NA,NA,NA,NA,22.35000038,38.5,26.31999969,6.420000076,7.849999905,NA,NA,NA,NA,NA,NA,NA,127.1999969,111.7799988,232.1399994,54.45000076,89.23999786,0,0,0,0,0,0,0,103.3499985,70.37999725,175.1999969,61.70999908,97,0,0,0,0,0,0,0,37.09999847,26.90999985,30.65999985,4.840000153,7.760000229,0,NA,NA,NA,NA,NA,NA,323.3999939,285.1199951,87.04000092,11.82999992,369.6000061,42.24000168,32,0,77,28.15999985,10.23999977,1.169999957,116.8000031,159.8000031,281.1199951,NA,NA,NA,NA,160.6000061,149.6000061,150.6000061,NA,NA,NA,NA,14.60000038,30.60000038,65.26000214,NA,NA,NA,NA,197.6199951,215.2799988,215.4600067,NA,NA,NA,NA,245.8200073,169.7400055,88.91999817,NA,NA,NA,NA,38.56000137,28.97999954,37.61999893,NA,NA,NA,NA,252.8999939,397.6499939,269.7600098,253.0500031,39.34000015,79.52999878,0,0,0,0,0,0,0,0,0,0,0,0,179.9499969,223.5,126.75,108.1600037,100.6500015,178.8000031,162.5,87.36000061,27.45000076,44.70000076,35.75,12.47999954,0,0,0,0,0,0,0.566429794,0.587310433,0.579082012,0.538963437,0.465119183,0.547380972,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1," Do you favor or oppose federal government agencies setting goals whereby they seek to offer a certain percentage of their federal contracts to qualified minority-owned businesses? (If favor or oppose, ask:) Do you (favor/oppose) that strongly",FALSE,FALSE,TRUE,TRUE,-1
57,965,1995,0,NA,0,1,civil rts,131.5599976,138.7200012,117.3899994,68.40000153,55.65000153,38.93999863,NA,NA,NA,NA,NA,NA,98.66999817,127.1600037,139.2299957,87.20999908,93.80999756,64.90000153,NA,NA,NA,NA,NA,NA,20.23999977,23.12000084,16.37999916,15.39000034,11.13000011,14.15999985,NA,NA,NA,NA,NA,NA,61.09000015,154,188,98.44000244,81.63999939,NA,NA,NA,NA,NA,NA,NA,65.55999756,192.5,172.9600067,111.2799988,70.65000153,NA,NA,NA,NA,NA,NA,NA,20.86000061,38.5,15.03999996,4.28000021,3.140000105,NA,NA,NA,NA,NA,NA,NA,111.3000031,91.08000183,210.2400055,48.40000153,77.59999847,0,0,0,0,0,0,0,119.25,89.01000214,201.4799957,65.33999634,112.5199966,0,0,0,0,0,0,0,37.09999847,26.90999985,26.28000069,7.260000229,1.940000057,0,NA,NA,NA,NA,NA,NA,292.6000061,260.480011,67.83999634,6.5,423.5,63.36000061,40.95999908,6.5,53.90000153,28.15999985,20.47999954,0,93.44000244,136,276.1000061,NA,NA,NA,NA,181.0399933,176.8000031,180.7200012,NA,NA,NA,NA,17.52000046,30.60000038,45.18000031,NA,NA,NA,NA,168.6999969,190.4400024,191.5200043,NA,NA,NA,NA,289.2000122,194.5800018,109.4400024,NA,NA,NA,NA,24.10000038,24.84000015,41.04000092,NA,NA,NA,NA,230.4199982,339.8099976,297.8599854,310.8900146,28.10000038,79.52999878,0,0,0,0,0,0,0,0,0,0,0,0,155.5500031,201.1499939,126.75,83.19999695,122,210.0899963,175.5,108.1600037,27.45000076,35.75999832,22.75,16.63999939,0,0,0,0,0,0,0.481872082,0.511893094,0.510410786,0.475890219,0.406496465,0.477312529,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1," Do you favor or oppose having federal government agencies set goals whereby they seek to offer a certain percentage of all their federal contracts to businesses owned by women? (If favor or oppose, ask:) Do you (favor/oppose) that strongly or",FALSE,FALSE,TRUE,FALSE,-1
60,1074,1995,0,NA,0,1,welf reform,85.54000092,116.5299988,126.2399979,66.30000305,52.43999863,58.58000183,NA,NA,NA,NA,NA,NA,89.18000031,138.2100067,113.0899963,93.5,56.58000183,23.22999954,NA,NA,NA,NA,NA,NA,7.28000021,16.26000023,21.04000092,10.19999981,30.36000061,20.20000076,NA,NA,NA,NA,NA,NA,46.75,160.6000061,144,88.87999725,67.66000366,NA,NA,NA,NA,NA,NA,NA,27.20000076,175.1999969,141,92.91999817,113.4300003,NA,NA,NA,NA,NA,NA,NA,11.05000019,32.84999847,15,20.20000076,15.92000008,NA,NA,NA,NA,NA,NA,NA,86.94000244,80.76999664,184.6000061,43.52000046,104.8099976,0,0,0,0,0,0,0,79.37999725,96.52999878,142,76.80000305,104.8099976,0,0,0,0,0,0,0,22.68000031,17.72999954,24.85000038,6.400000095,13.38000011,0,NA,NA,NA,NA,NA,NA,421.6499939,51.68000031,29.52000046,6.840000153,431.019989,65.27999878,10.25,8.819999695,84.33000183,19.04000092,1.639999986,2.160000086,148.8000031,151.8099976,168.4199982,NA,NA,NA,NA,133.3000031,138.8899994,204.5099945,NA,NA,NA,NA,27.89999962,32.29999924,28.06999969,NA,NA,NA,NA,202.5599976,151.3200073,156.5200043,NA,NA,NA,NA,185.6799927,190.1199951,138.4600067,NA,NA,NA,NA,33.75999832,42.68000031,9.029999733,NA,NA,NA,NA,256.5,274.769989,210.3300018,313.1099854,46.16999817,57.50999832,0,0,0,0,0,0,0,0,0,0,0,0,128.3099976,189.7400055,125.8700027,83.45999908,117.3899994,136.0399933,153.5,111.2799988,24.56999969,32.22000122,27.62999916,17.12000084,0,0,0,0,0,0,0.506284475,0.515956759,0.513187885,0.498351693,0.470827699,0.500921702,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,-1," Currently, spending on welfare is determined by the number of people in the country who fall below the poverty line, and the government must spend more if additional people need help. Do you favor or oppose changing that so that the total spen",FALSE,FALSE,TRUE,TRUE,-1
61,1079,1995,0,NA,0,1,misc others,96.31999969,133.1100006,106.2600021,71.68000031,65.44999695,66,NA,NA,NA,NA,NA,NA,75.68000031,122.6699982,113.1900024,53.75999832,47.59999847,26,NA,NA,NA,NA,NA,NA,0,2.609999895,11.55000019,3.839999914,5.949999809,8,NA,NA,NA,NA,NA,NA,63.50999832,215.3999939,131,75.5,46.5,NA,NA,NA,NA,NA,NA,NA,20.01000023,132.8300018,125.7600021,72.48000336,103.8499985,NA,NA,NA,NA,NA,NA,NA,3.480000019,10.77000046,7.860000134,3.019999981,6.199999809,NA,NA,NA,NA,NA,NA,NA,91.12000275,56.43000031,101.1200027,128.0099945,76.86000061,58.79999924,0,0,0,0,0,0,34.84000015,39.59999847,52.13999939,112.9499969,104.3099976,77,0,0,0,0,0,0,6.699999809,3.960000038,3.160000086,7.53000021,1.830000043,4.199999809,NA,NA,NA,NA,NA,NA,444.6000061,67.44999695,15.84000015,0,384.75,25.64999962,7.920000076,0,25.64999962,2.849999905,0,0,179.2799988,176.8899994,167.75,NA,NA,NA,NA,139.4400024,173.2799988,104.5,NA,NA,NA,NA,13.27999973,7.21999979,5.5,NA,NA,NA,NA,240.6999969,201.2400055,86.01999664,NA,NA,NA,NA,157.6999969,178.0200043,99.11000061,NA,NA,NA,NA,16.60000038,7.739999771,3.74000001,NA,NA,NA,NA,255.5,290.1300049,240.1699982,198.5099945,15.32999992,20.36000061,0,0,0,0,0,0,0,0,0,0,0,0,115.4199982,237.8999939,98.90000153,97.19999695,73.62999725,140.3999939,107.5,114.4800034,7.960000038,11.69999981,6.449999809,6.480000019,0,0,0,0,0,0,0.695309758,0.615613222,0.540727437,0.473699152,0.418972015,0.548864317,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,99," (I'm going to read some ways to deal with the problems of drugs. Thinking in terms of how much each proposal might cost, and how effective you feel it would be, please tell me whether you strongly favor, or strongly oppose the proposal.)... Ma",FALSE,FALSE,TRUE,TRUE,-1
62,1083,1995,0,NA,0,1,misc others,72.23999786,104.4000015,113.1900024,79.36000061,77.34999847,64,NA,NA,NA,NA,NA,NA,98.04000092,156.6000061,113.1900024,46.08000183,39.27000046,35,NA,NA,NA,NA,NA,NA,1.720000029,0,2.309999943,2.559999943,2.380000114,1,NA,NA,NA,NA,NA,NA,50.45999908,190.2700043,131,67.94999695,60.45000076,NA,NA,NA,NA,NA,NA,NA,35.66999817,157.9600067,125.7600021,83.05000305,94.55000305,NA,NA,NA,NA,NA,NA,NA,0.870000005,7.179999828,2.619999886,1.50999999,0,NA,NA,NA,NA,NA,NA,NA,67,60.38999939,90.05999756,115.4599991,86.01000214,64.40000153,0,0,0,0,0,0,64.31999969,37.61999893,66.36000061,133.0299988,96.98999786,75.59999847,0,0,0,0,0,0,1.340000033,1.980000019,1.580000043,2.50999999,0,0,NA,NA,NA,NA,NA,NA,444.6000061,38.95000076,9.359999657,0,401.8500061,55.09999847,14.64000034,0,8.550000191,1.899999976,0,0,199.1999969,176.8899994,118.25,NA,NA,NA,NA,132.8000031,184.1100006,151.25,NA,NA,NA,NA,3.319999933,3.609999895,5.5,NA,NA,NA,NA,253.1499939,166.4100037,76.66999817,NA,NA,NA,NA,153.5500031,216.7200012,108.4599991,NA,NA,NA,NA,2.075000048,3.869999886,1.870000005,NA,NA,NA,NA,275.9400024,239.2299957,229.9499969,259.5899963,5.110000134,5.090000153,0,0,0,0,0,0,0,0,0,0,0,0,105.4700012,206.6999969,103.1999969,99.36000061,93.52999878,179.3999939,111.8000031,114.4800034,1.99000001,7.800000191,1.075000048,2.160000086,0,0,0,0,0,0,0.55786109,0.53277564,0.505128622,0.478944361,0.447141051,0.504370153,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,-1,"(I'm going to read some ways to deal with the problems of drugs. Thinking in terms of how much each proposal might cost, and how effective you feel it would be, please tell me whether you strongly favor, or strongly oppose the proposal.)... Pas",FALSE,FALSE,TRUE,TRUE,-1
63,1104,1995,0,NA,0,1,health,110.9599991,102.5999985,103.6200027,91.19999695,128.6999969,0,NA,NA,NA,NA,NA,NA,169.3600006,173.8500061,197.8200073,129.9600067,178.1999969,0,NA,NA,NA,NA,NA,NA,11.68000031,8.550000191,12.56000042,6.840000153,23.10000038,0,NA,NA,NA,NA,NA,NA,41.47999954,152.3200073,130.5099945,122.8199997,94.55999756,NA,NA,NA,NA,NA,NA,NA,73.19999695,273.2799988,273.6499939,133.5,94.55999756,NA,NA,NA,NA,NA,NA,NA,6.099999905,22.39999962,16.84000015,10.68000031,7.880000114,NA,NA,NA,NA,NA,NA,NA,28.12999916,57.70999908,82.08000183,134.3999939,93.48000336,109.7099991,0,0,0,0,0,0,62.08000183,127.3600006,136.8000031,241.9199982,129.9600067,91.08000183,0,0,0,0,0,0,6.789999962,11.93999958,9.119999886,11.52000046,6.840000153,6.210000038,NA,NA,NA,NA,NA,NA,410.2799988,81.83999634,18.29000092,8.319999695,589.1199951,245.5200043,38.93999863,4.679999828,42.08000183,13.64000034,1.769999981,0,161.6699982,191.1399994,130.5200043,NA,NA,NA,NA,145.8200073,286.7099915,356.4200134,NA,NA,NA,NA,12.68000031,25.14999962,20.07999992,NA,NA,NA,NA,211.9700012,147.0599976,100.3399963,NA,NA,NA,NA,225.5,228.3300018,231.8200073,NA,NA,NA,NA,18.04000092,11.60999966,13.84000015,NA,NA,NA,NA,301.4299927,244.4799957,378.5400085,481.3200073,21.03000069,45.84000015,0,0,0,0,0,0,0,0,0,0,0,0,99.95999908,184.2799988,134.8999939,123.3000031,176.3999939,330.6199951,205.8999939,142.4799957,20.57999992,21.68000031,14.19999981,8.220000267,464.3999939,76,638.5499878,209.7599945,46.43999863,18.23999977,0.328946471,0.329650044,0.360022008,0.420307994,0.512055039,0.390196311,0,0,1,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,-1,"(The following are some of the specific provisions in the congressional Medicare plans. For each one, please tell me if you strongly favor, somewhat favor, somewhat oppose, or strongly oppose this provision.)... Raising the annual deductible th",FALSE,TRUE,FALSE,FALSE,1
